height,length,width,driveline,engine,gears,transmission,cty,fuel_type,hwy,id,make,model_year,year,hp,torque,model,km_per_l_cty,km_per_l_hwy
236,230,226,Front-wheel drive,Mitsubishi 2.4L 4 Cylinder 168 hp 167 ft-lbs,5,Manual,22,Gasoline,31,2011 Mitsubishi Lancer Sportback GTS,Mitsubishi,2011 Mitsubishi Lancer Sportback,2011,168,167,Mitsubishi Lancer Sportback,7.75330396475771,10.92511013215859
236,230,226,Front-wheel drive,Mitsubishi 2.4L 4 Cylinder 168 hp 167 ft-lbs,5,Manual,20,Gasoline,27,2010 Mitsubishi Lancer Sportback GTS,Mitsubishi,2010 Mitsubishi Lancer Sportback,2010,168,167,Mitsubishi Lancer Sportback,7.048458149779735,9.515418502202644
183,57,8,Front-wheel drive,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,6,Automatic,19,Gasoline,26,2011 Mitsubishi Outlander XLS,Mitsubishi,2011 Mitsubishi Outlander,2011,230,215,Mitsubishi Outlander,6.696035242290749,9.162995594713657
142,57,8,All-wheel drive,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,6,Automatic,18,Gasoline,24,2010 Mitsubishi Outlander GT,Mitsubishi,2010 Mitsubishi Outlander,2010,230,215,Mitsubishi Outlander,6.343612334801763,8.458149779735685
183,57,8,Front-wheel drive,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,6,Automatic,19,Gasoline,25,2010 Mitsubishi Outlander XLS,Mitsubishi,2010 Mitsubishi Outlander,2010,230,215,Mitsubishi Outlander,6.696035242290749,8.810572687224669
183,57,8,All-wheel drive,Mitsubishi 3.0L 6 Cylinder 230 hp 215 ft-lbs,6,Automatic,18,Gasoline,24,2010 Mitsubishi Outlander XLS AWD,Mitsubishi,2010 Mitsubishi Outlander,2010,230,215,Mitsubishi Outlander,6.343612334801763,8.458149779735685
142,200,90,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,6,Automatic,18,Gasoline,27,2011 Cadillac CTS Coupe,Cadillac,2011 Cadillac CTS Coupe,2011,304,273,Cadillac CTS Coupe,6.343612334801763,9.515418502202644
142,200,90,All-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,6,Automatic,18,Gasoline,27,2011 Cadillac CTS Coupe AWD,Cadillac,2011 Cadillac CTS Coupe,2011,304,273,Cadillac CTS Coupe,6.343612334801763,9.515418502202644
142,200,90,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,6,Manual,16,Gasoline,25,2011 Cadillac CTS Coupe Performance MT,Cadillac,2011 Cadillac CTS Coupe,2011,304,273,Cadillac CTS Coupe,5.638766519823789,8.810572687224669
142,200,90,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,6,Automatic,18,Gasoline,27,2011 Cadillac CTS Coupe Performance,Cadillac,2011 Cadillac CTS Coupe,2011,304,273,Cadillac CTS Coupe,6.343612334801763,9.515418502202644
142,200,90,All-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,6,Automatic,18,Gasoline,27,2011 Cadillac CTS Coupe Performance AWD,Cadillac,2011 Cadillac CTS Coupe,2011,304,273,Cadillac CTS Coupe,6.343612334801763,9.515418502202644
142,200,90,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,6,Manual,16,Gasoline,25,2011 Cadillac CTS Coupe Premium MT,Cadillac,2011 Cadillac CTS Coupe,2011,304,273,Cadillac CTS Coupe,5.638766519823789,8.810572687224669
142,200,90,Rear-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,6,Automatic,18,Gasoline,27,2011 Cadillac CTS Coupe Premium,Cadillac,2011 Cadillac CTS Coupe,2011,304,273,Cadillac CTS Coupe,6.343612334801763,9.515418502202644
142,200,90,All-wheel drive,Cadillac 3.6L 6 Cylinder 304 hp 273 ft-lbs,6,Automatic,18,Gasoline,27,2011 Cadillac CTS Coupe Premium AWD,Cadillac,2011 Cadillac CTS Coupe,2011,304,273,Cadillac CTS Coupe,6.343612334801763,9.515418502202644
102,89,234,Rear-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,6,Automatic,14,Gasoline,19,2010 Toyota Sequoia SR5,Toyota,2010 Toyota Sequoia,2010,310,327,Toyota Sequoia,4.933920704845815,6.696035242290749
102,89,234,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6,Automatic,14,Gasoline,19,2010 Toyota Sequoia SR5 5.7L,Toyota,2010 Toyota Sequoia,2010,381,401,Toyota Sequoia,4.933920704845815,6.696035242290749
102,89,234,Four-wheel drive,Toyota 4.6L 8 Cylinder 310 hp 327 ft-lbs,6,Automatic,13,Gasoline,18,2010 Toyota Sequoia SR5 4x4,Toyota,2010 Toyota Sequoia,2010,310,327,Toyota Sequoia,4.581497797356828,6.343612334801763
102,89,234,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6,Automatic,13,Gasoline,18,2010 Toyota Sequoia SR5 5.7L 4x4,Toyota,2010 Toyota Sequoia,2010,381,401,Toyota Sequoia,4.581497797356828,6.343612334801763
102,89,234,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,6,Automatic,13,Gasoline,18,2010 Toyota Sequoia SR5 FFV,Toyota,2010 Toyota Sequoia,2010,381,401,Toyota Sequoia,4.581497797356828,6.343612334801763
102,89,234,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6,Automatic,14,Gasoline,19,2010 Toyota Sequoia Limited,Toyota,2010 Toyota Sequoia,2010,381,401,Toyota Sequoia,4.933920704845815,6.696035242290749
102,89,234,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6,Automatic,13,Gasoline,18,2010 Toyota Sequoia Limited 4x4,Toyota,2010 Toyota Sequoia,2010,381,401,Toyota Sequoia,4.581497797356828,6.343612334801763
102,89,234,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,6,Automatic,13,Gasoline,18,2010 Toyota Sequoia Limited FFV,Toyota,2010 Toyota Sequoia,2010,381,401,Toyota Sequoia,4.581497797356828,6.343612334801763
102,89,234,Rear-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6,Automatic,14,Gasoline,19,2010 Toyota Sequoia Platinum,Toyota,2010 Toyota Sequoia,2010,381,401,Toyota Sequoia,4.933920704845815,6.696035242290749
102,89,234,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6,Automatic,13,Gasoline,18,2010 Toyota Sequoia Platinum 4x4,Toyota,2010 Toyota Sequoia,2010,381,401,Toyota Sequoia,4.581497797356828,6.343612334801763
102,89,234,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs FFV,6,Automatic,13,Gasoline,18,2010 Toyota Sequoia Platinum FFV,Toyota,2010 Toyota Sequoia,2010,381,401,Toyota Sequoia,4.581497797356828,6.343612334801763
94,199,234,Front-wheel drive,Mitsubishi 2.0L 4 Cylinder 148 hp 145 ft-lbs,5,Manual,24,Gasoline,31,2011 Mitsubishi Outlander Sport ES,Mitsubishi,2011 Mitsubishi Outlander Sport,2011,148,145,Mitsubishi Outlander Sport,8.458149779735685,10.92511013215859
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,4,Automatic,15,Gasoline,23,2011 Cadillac DTS,Cadillac,2011 Cadillac DTS,2011,275,295,Cadillac DTS,5.286343612334802,8.105726872246697
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,4,Automatic,15,Gasoline,23,2011 Cadillac DTS Luxury,Cadillac,2011 Cadillac DTS,2011,275,295,Cadillac DTS,5.286343612334802,8.105726872246697
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 275 hp 295 ft-lbs,4,Automatic,15,Gasoline,23,2011 Cadillac DTS Premium,Cadillac,2011 Cadillac DTS,2011,275,295,Cadillac DTS,5.286343612334802,8.105726872246697
183,153,107,Front-wheel drive,Cadillac 4.6L 8 Cylinder 292 hp 288 ft-lbs,4,Automatic,15,Gasoline,23,2011 Cadillac DTS Platinum,Cadillac,2011 Cadillac DTS,2011,292,288,Cadillac DTS,5.286343612334802,8.105726872246697
36,22,11,Rear-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7,Automatic,17,Gasoline,24,2011 Infiniti EX35,Infiniti,2011 Infiniti EX,2011,297,253,Infiniti EX,5.991189427312776,8.458149779735685
36,22,11,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7,Automatic,17,Gasoline,24,2011 Infiniti EX35 AWD,Infiniti,2011 Infiniti EX,2011,297,253,Infiniti EX,5.991189427312776,8.458149779735685
36,22,11,Rear-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7,Automatic,17,Gasoline,24,2011 Infiniti EX35 Journey,Infiniti,2011 Infiniti EX,2011,297,253,Infiniti EX,5.991189427312776,8.458149779735685
36,22,11,All-wheel drive,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,7,Automatic,17,Gasoline,24,2011 Infiniti EX35 Journey AWD,Infiniti,2011 Infiniti EX,2011,297,253,Infiniti EX,5.991189427312776,8.458149779735685
139,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6,Automatic,17,Gasoline,26,2010 BMW 335i Sedan AT,BMW,2010 BMW 3 Series Sedan,2010,300,300,BMW 3 Series Sedan,5.991189427312776,9.162995594713657
144,174,24,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6,Automatic,17,Gasoline,25,2010 BMW 335i xDrive Sedan AT,BMW,2010 BMW 3 Series Sedan,2010,300,300,BMW 3 Series Sedan,5.991189427312776,8.810572687224669
139,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6,Manual,18,Gasoline,28,2010 BMW 328i Sedan,BMW Motorrad,2010 BMW 3 Series Sedan,2010,230,200,BMW 3 Series Sedan,6.343612334801763,9.86784140969163
144,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,6,Automatic,23,Gasoline,36,2010 BMW 335d Sedan,BMW,2010 BMW 3 Series Sedan,2010,265,425,BMW 3 Series Sedan,8.105726872246697,12.687224669603525
144,174,24,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6,Automatic,17,Gasoline,25,2010 BMW 328i xDrive Sedan AT,BMW Motorrad,2010 BMW 3 Series Sedan,2010,230,200,BMW 3 Series Sedan,5.991189427312776,8.810572687224669
144,174,24,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6,Manual,16,Gasoline,25,2010 BMW 335i xDrive Sedan,BMW,2010 BMW 3 Series Sedan,2010,300,300,BMW 3 Series Sedan,5.638766519823789,8.810572687224669
144,174,24,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6,Manual,17,Gasoline,25,2010 BMW 328i xDrive Sedan,BMW Motorrad,2010 BMW 3 Series Sedan,2010,230,200,BMW 3 Series Sedan,5.991189427312776,8.810572687224669
139,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6,Automatic,18,Gasoline,28,2010 BMW 328i Sedan AT,BMW Motorrad,2010 BMW 3 Series Sedan,2010,230,200,BMW 3 Series Sedan,6.343612334801763,9.86784140969163
139,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6,Manual,17,Gasoline,26,2010 BMW 335i Sedan,BMW,2010 BMW 3 Series Sedan,2010,300,300,BMW 3 Series Sedan,5.991189427312776,9.162995594713657
46,231,148,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,7,Automatic,17,Diesel fuel,23,2010 Mercedes-Benz GL350 BlueTEC 4Matic,Mercedes,2010 Mercedes-Benz GL-Class,2010,210,400,Mercedes-Benz GL-Class,5.991189427312776,8.105726872246697
46,231,148,All-wheel drive,Mercedes-Benz 4.6L 8 Cylinder 335hp 339ft-lbs,7,Automatic,13,Gasoline,17,2010 Mercedes-Benz GL450 4Matic,Mercedes-Benz,2010 Mercedes-Benz GL-Class,2010,335,339,Mercedes-Benz GL-Class,4.581497797356828,5.991189427312776
46,231,148,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,7,Automatic,12,Gasoline,17,2010 Mercedes-Benz GL550 4Matic,Mercedes,2010 Mercedes-Benz GL-Class,2010,382,391,Mercedes-Benz GL-Class,4.229074889867842,5.991189427312776
231,214,254,Front-wheel drive,Nissan 2.0L 4 cylinder 140 hp 147 ft-lbs,6,Manual,24,Gasoline,31,2010 Nissan Sentra 2.0,Nissan,2010 Nissan Sentra,2010,140,147,Nissan Sentra,8.458149779735685,10.92511013215859
221,222,254,Front-wheel drive,Nissan 2.5L 4 cylinder 200 hp 180 ft-lbs,6,Manual,21,Gasoline,28,2010 Nissan Sentra SE-R Spec V,Nissan,2010 Nissan Sentra,2010,200,180,Nissan Sentra,7.400881057268723,9.86784140969163
46,231,148,All-wheel drive,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,7,Automatic,12,Gasoline,17,2011 Mercedes-Benz GL550 4Matic,Mercedes,2011 Mercedes-Benz GL-Class,2011,382,391,Mercedes-Benz GL-Class,4.229074889867842,5.991189427312776
46,231,148,All-wheel drive,Mercedes-Benz 4.6L 8 Cylinder 335hp 339ft-lbs,7,Automatic,13,Gasoline,18,2011 Mercedes-Benz GL450 4Matic,Mercedes-Benz,2011 Mercedes-Benz GL-Class,2011,335,339,Mercedes-Benz GL-Class,4.581497797356828,6.343612334801763
46,231,148,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,7,Automatic,17,Diesel fuel,21,2011 Mercedes-Benz GL350 BlueTEC 4Matic,Mercedes,2011 Mercedes-Benz GL-Class,2011,210,400,Mercedes-Benz GL-Class,5.991189427312776,7.400881057268723
254,199,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,6,Manual,26,Gasoline,31,2011 Nissan Versa Hatchback 1.8 S,Nissan,2011 Nissan Versa Hatchback,2011,122,127,Nissan Versa Hatchback,9.162995594713657,10.92511013215859
254,199,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,4,Automatic,24,Gasoline,32,2011 Nissan Versa Hatchback 1.8 S AT,Nissan,2011 Nissan Versa Hatchback,2011,122,127,Nissan Versa Hatchback,8.458149779735685,11.277533039647578
254,199,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,4,Automatic,24,Gasoline,32,2010 Nissan Versa Hatchback 1.8 S AT,Nissan,2010 Nissan Versa Hatchback,2010,122,127,Nissan Versa Hatchback,8.458149779735685,11.277533039647578
254,199,158,Front-wheel drive,Nissan 1.8L 4 Cylinder 122 hp 127 ft-lbs,6,Manual,26,Gasoline,31,2010 Nissan Versa Hatchback 1.8 S,Nissan,2010 Nissan Versa Hatchback,2010,122,127,Nissan Versa Hatchback,9.162995594713657,10.92511013215859
163,174,95,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,7,Automatic,16,Gasoline,22,2010 Mercedes-Benz GLK350,Mercedes,2010 Mercedes-Benz GLK-Class,2010,268,258,Mercedes-Benz GLK-Class,5.638766519823789,7.75330396475771
163,174,95,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,7,Automatic,16,Gasoline,21,2010 Mercedes-Benz GLK350 4Matic,Mercedes,2010 Mercedes-Benz GLK-Class,2010,268,258,Mercedes-Benz GLK-Class,5.638766519823789,7.400881057268723
163,174,224,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,7,Automatic,16,Gasoline,21,2011 Mercedes-Benz GLK350 4Matic,Mercedes,2011 Mercedes-Benz GLK-Class,2011,268,258,Mercedes-Benz GLK-Class,5.638766519823789,7.400881057268723
163,174,224,Rear-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,7,Automatic,16,Gasoline,23,2011 Mercedes-Benz GLK350,Mercedes,2011 Mercedes-Benz GLK-Class,2011,268,258,Mercedes-Benz GLK-Class,5.638766519823789,8.105726872246697
144,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 265 hp 425 ft-lbs Turbo,6,Automatic,23,Gasoline,36,2011 BMW 335d Sedan,BMW,2011 BMW 3 Series Sedan,2011,265,425,BMW 3 Series Sedan,8.105726872246697,12.687224669603525
144,174,24,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6,Automatic,18,Gasoline,27,2011 BMW 335i xDrive Sedan AT,BMW,2011 BMW 3 Series Sedan,2011,300,300,BMW 3 Series Sedan,6.343612334801763,9.515418502202644
139,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6,Manual,18,Gasoline,28,2011 BMW 328i Sedan,BMW Motorrad,2011 BMW 3 Series Sedan,2011,230,200,BMW 3 Series Sedan,6.343612334801763,9.86784140969163
144,174,24,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6,Automatic,17,Gasoline,26,2011 BMW 328i xDrive Sedan AT,BMW Motorrad,2011 BMW 3 Series Sedan,2011,230,200,BMW 3 Series Sedan,5.991189427312776,9.162995594713657
144,174,24,All-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6,Manual,17,Gasoline,25,2011 BMW 328i xDrive Sedan,BMW Motorrad,2011 BMW 3 Series Sedan,2011,230,200,BMW 3 Series Sedan,5.991189427312776,8.810572687224669
139,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,6,Automatic,18,Gasoline,28,2011 BMW 328i Sedan AT,BMW Motorrad,2011 BMW 3 Series Sedan,2011,230,200,BMW 3 Series Sedan,6.343612334801763,9.86784140969163
139,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6,Automatic,19,Gasoline,28,2011 BMW 335i Sedan AT,BMW,2011 BMW 3 Series Sedan,2011,300,300,BMW 3 Series Sedan,6.696035242290749,9.86784140969163
144,174,24,All-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6,Manual,19,Gasoline,26,2011 BMW 335i xDrive Sedan,BMW,2011 BMW 3 Series Sedan,2011,300,300,BMW 3 Series Sedan,6.696035242290749,9.162995594713657
139,174,24,Rear-wheel drive,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,6,Manual,19,Gasoline,28,2011 BMW 335i Sedan,BMW,2011 BMW 3 Series Sedan,2011,300,300,BMW 3 Series Sedan,6.696035242290749,9.86784140969163
188,85,13,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,5,Manual,23,Gasoline,28,2012 Ford Escape XLS,Ford,2012 Ford Escape,2012,171,171,Ford Escape,8.105726872246697,9.86784140969163
188,85,13,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6,Automatic,21,Gasoline,28,2012 Ford Escape XLS AT,Ford,2012 Ford Escape,2012,171,171,Ford Escape,7.400881057268723,9.86784140969163
186,85,13,All-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6,Automatic,20,Gasoline,27,2012 Ford Escape XLS AWD,Ford,2012 Ford Escape,2012,171,171,Ford Escape,7.048458149779735,9.515418502202644
188,85,13,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6,Automatic,21,Gasoline,28,2012 Ford Escape XLT,Ford,2012 Ford Escape,2012,171,171,Ford Escape,7.400881057268723,9.86784140969163
188,85,13,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,14,E85,19,2012 Ford Escape XLT FFV,Ford,2012 Ford Escape,2012,240,223,Ford Escape,4.933920704845815,6.696035242290749
186,85,13,Four-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6,Automatic,20,Gasoline,27,2012 Ford Escape XLT 4WD,Ford,2012 Ford Escape,2012,171,171,Ford Escape,7.048458149779735,9.515418502202644
186,85,13,Four-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,13,E85,17,2012 Ford Escape XLT 4WD FFV,Ford,2012 Ford Escape,2012,240,223,Ford Escape,4.581497797356828,5.991189427312776
188,85,13,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6,Automatic,21,Gasoline,28,2012 Ford Escape Limited,Ford,2012 Ford Escape,2012,171,171,Ford Escape,7.400881057268723,9.86784140969163
188,85,13,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,14,E85,19,2012 Ford Escape Limited FFV,Ford,2012 Ford Escape,2012,240,223,Ford Escape,4.933920704845815,6.696035242290749
186,85,13,Four-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6,Automatic,20,Gasoline,27,2012 Ford Escape Limited 4WD,Ford,2012 Ford Escape,2012,171,171,Ford Escape,7.048458149779735,9.515418502202644
186,85,13,Four-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,13,E85,17,2012 Ford Escape Limited 4WD FFV,Ford,2012 Ford Escape,2012,240,223,Ford Escape,4.581497797356828,5.991189427312776
188,85,13,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,5,Manual,23,Gasoline,28,2011 Ford Escape XLS,Ford,2011 Ford Escape,2011,171,171,Ford Escape,8.105726872246697,9.86784140969163
188,85,13,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6,Automatic,21,Gasoline,28,2011 Ford Escape XLS AT,Ford,2011 Ford Escape,2011,171,171,Ford Escape,7.400881057268723,9.86784140969163
186,85,13,All-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6,Automatic,22,Gasoline,26,2011 Ford Escape XLS AWD,Ford,2011 Ford Escape,2011,171,171,Ford Escape,7.75330396475771,9.162995594713657
188,85,13,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6,Automatic,21,Gasoline,28,2011 Ford Escape XLT,Ford,2011 Ford Escape,2011,171,171,Ford Escape,7.400881057268723,9.86784140969163
188,85,13,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,19,Gasoline,25,2011 Ford Escape XLT FFV,Ford,2011 Ford Escape,2011,240,223,Ford Escape,6.696035242290749,8.810572687224669
186,85,13,All-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6,Automatic,22,Gasoline,26,2011 Ford Escape XLT AWD,Ford,2011 Ford Escape,2011,171,171,Ford Escape,7.75330396475771,9.162995594713657
186,85,13,All-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,13,E85,17,2011 Ford Escape XLT AWD FFV,Ford,2011 Ford Escape,2011,240,223,Ford Escape,4.581497797356828,5.991189427312776
188,85,13,Front-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6,Automatic,21,Gasoline,28,2011 Ford Escape Limited,Ford,2011 Ford Escape,2011,171,171,Ford Escape,7.400881057268723,9.86784140969163
188,85,13,Front-wheel drive,Ford 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,6,Automatic,19,Gasoline,25,2011 Ford Escape Limited FFV,Ford,2011 Ford Escape,2011,240,223,Ford Escape,6.696035242290749,8.810572687224669
186,85,13,All-wheel drive,Ford 2.5L 4 cylinder 171hp 171 ft-lbs,6,Automatic,22,Gasoline,26,2011 Ford Escape Limited AWD,Ford,2011 Ford Escape,2011,171,171,Ford Escape,7.75330396475771,9.162995594713657
125,36,166,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,7,Automatic,18,Diesel fuel,24,2010 Mercedes-Benz R350 BlueTEC 4Matic,Mercedes,2010 Mercedes-Benz R-Class,2010,210,400,Mercedes-Benz R-Class,6.343612334801763,8.458149779735685
125,36,166,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,7,Automatic,14,Gasoline,19,2010 Mercedes-Benz R350 4Matic,Mercedes,2010 Mercedes-Benz R-Class,2010,268,258,Mercedes-Benz R-Class,4.933920704845815,6.696035242290749
125,36,166,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,7,Automatic,18,Diesel fuel,24,2011 Mercedes-Benz R350 BlueTEC 4Matic,Mercedes,2011 Mercedes-Benz R-Class,2011,210,400,Mercedes-Benz R-Class,6.343612334801763,8.458149779735685
125,36,166,All-wheel drive,Mercedes-Benz 3.5L 6 Cylinders 268 hp 258 ft-lbs,7,Automatic,15,Gasoline,19,2011 Mercedes-Benz R350 4Matic,Mercedes,2011 Mercedes-Benz R-Class,2011,268,258,Mercedes-Benz R-Class,5.286343612334802,6.696035242290749
195,245,3,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 123 ft-lbs,6,Manual,25,Gasoline,36,2012 Chevrolet Cruze LS,Chevrolet,2012 Chevrolet Cruze,2012,138,123,Chevrolet Cruze,8.810572687224669,12.687224669603525
195,245,3,Front-wheel drive,Chevrolet 1.8L 4 Cylinder 138 hp 123 ft-lbs,6,Automatic,22,Gasoline,35,2012 Chevrolet Cruze LS AT,Chevrolet,2012 Chevrolet Cruze,2012,138,123,Chevrolet Cruze,7.75330396475771,12.334801762114537
195,245,3,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6,Manual,26,Gasoline,38,2012 Chevrolet Cruze 1LT,Chevrolet,2012 Chevrolet Cruze,2012,138,148,Chevrolet Cruze,9.162995594713657,13.392070484581499
195,245,3,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6,Automatic,26,Gasoline,38,2012 Chevrolet Cruze 1LT AT,Chevrolet,2012 Chevrolet Cruze,2012,138,148,Chevrolet Cruze,9.162995594713657,13.392070484581499
195,245,3,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6,Manual,28,Gasoline,42,2012 Chevrolet Cruze Eco,Chevrolet,2012 Chevrolet Cruze,2012,138,148,Chevrolet Cruze,9.86784140969163,14.801762114537446
195,245,3,Front-wheel drive,Chevrolet 1.4L 4 Cylinder 138 hp 148 ft-lbs Turbo,6,Automatic,26,Gasoline,39,2012 Chevrolet Cruze Eco AT,Chevrolet,2012 Chevrolet Cruze,2012,138,148,Chevrolet Cruze,9.162995594713657,13.744493392070487
